role_code;role_label;company_name_official;company_name_normalized;market_partner_id;source_file;source_line_no
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Nordliner Gesellschaft für Eisenbahnverkehr mbH;nordlinergesellschaftfuereisenbahnverkehrmbh;1900100301804;vens liste.csv;166
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;DB Cargo France SAS;dbcargofrancesas;1900100301812;vens liste.csv;167
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;BLP Wiebe Logistik GmbH;blpwiebelogistikgmbh;1900100301820;vens liste.csv;168
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Bahnlogistik24 GmbH;bahnlogistik24gmbh;1900100301838;vens liste.csv;169
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Bolay & Moser EVU;bolaymoserevu;1900100301846;vens liste.csv;170
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;DB Regio Stuttgart GmbH;dbregiostuttgartgmbh;1900100301854;vens liste.csv;171
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;BSAS EisenbahnVerkehrs GmbH & Co. KG;bsaseisenbahnverkehrsgmbhcokg;1900100301862;vens liste.csv;172
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Uwe Adam EVU GmbH;uweadamevugmbh;1900100301870;vens liste.csv;173
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Lok-Partner GmbH & Co. KG;lokpartnergmbhcokg;1900100301888;vens liste.csv;174
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Backhaus Consulting Logistics Services;backhausconsultinglogisticsservices;1900100301896;vens liste.csv;175
