role_code;role_name;official_company_name;mp_id;datalake_company_name;datalake_rics;datalake_relation_number;datalake_country;match_method;match_score;match_status;manual_review;approved_active_flag;alternative_1;alternative_1_score;alternative_2;alternative_2_score;alternative_3;alternative_3_score;manual_comment;source_line_no
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;RAG Anthrazit Ibbenbüren GmbH;1900100300898;Go Ahead Bayern GmbH;3964;;Germany;PROPOSED_LOW;61.2;REVIEW_REQUIRED;Y;N;VTG Rail Europe GmbH;61.2;Aktiv Bus Flensburg GmbH;60.4;Beacon Rail Capital Europe GmbH;60.0;;78
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;SVG Schienenverkehrsgesellschaft mbH;1900100300905;Schienenverkehrsgesellschaft mbH;3837;;Germany;PROPOSED_LOW;100.0;REVIEW_REQUIRED;Y;N;SVG - Schienenverkehrsgesellschaft mbH, Stuttgart;100.0;KVG Kieler Verkehrsgesellschaft mbH;84.5;AVG Ascherslebener Verkehrsgesellschaft mbH;83.5;;79
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;RTS Rail Transport Service GmbH;1900100300913;RTS Rail Transport Service GmbH;3063;;Austria;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;80
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;PKP CARGO S. A. w restrukturyzacji;1900100300921;PKP CARGO INTERNATIONAL a.s.;3145;;Czech Republic;PROPOSED_LOW;65.0;REVIEW_REQUIRED;Y;N;PKP CARGO SERVICE sp. Z o.o.;64.3;PKP Cargo International SK a.s.;61.3;GP RAIL CARGO S.A.;61.2;;81
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Train4you Betriebs GmbH;1900100300939;Train4Train GmbH;3862;;Germany;PROPOSED_LOW;71.8;REVIEW_REQUIRED;Y;N;Fernleitungsbetriebs GmbH;66.7;Talbot Services GmbH;65.1;METRANS Rail (Deutschland) GmbH;65.0;;82
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;ŠKODA TRANSPORTATION a.s.;1900100300947;Bombardier Transportation GmbH;;;Germany;PROPOSED_MEDIUM;82.4;REVIEW_REQUIRED;Y;N;Alstom Transportation Germany GmbH;73.7;ŠKODA AUTO a.s.;68.4;ALSTOM TRANSPORTE, S.A.U.;68.1;;83
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Vorbereitungsgesellschaft Transporttechnik mbH;1900100300963;Vorbereitungsgesellschaft Transporttechnik mbH;5222;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;84
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Intermodal Terminal Rzepin Sp. Z o.o.;1900100300971;Hupac Intermodal Ltd - Terminal Basel Wolf;;;Switzerland;PROPOSED_MEDIUM;80.9;REVIEW_REQUIRED;Y;N;CLIP INTERMODAL sp. z.o.o.;70.6;CONTARGO INTERMODAL POLAND Sp. z o.o.;68.0;Euronaft Trzebinia Sp. z o.o.;65.5;;85
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Railtraxx NV;1900100300989;Railtraxx;3273;;Belgium;REVIEW_LEGAL_FORM_VARIANT;99.0;REVIEW_REQUIRED;Y;N;;;;;;;;86
ANU_VENS;ANu-vEns (Nutzer) im Bahnstromnetz;Rhenus Rail St. Ingbert GmbH;1900100300997;Rhenus Rail St. Ingbert GmbH;3337;;Germany;AUTO_EXACT;100.0;APPROVED_AUTO;N;Y;;;;;;;;87
