run_id;loco_no;performing_ru;coverage_date;coverage_pct;assigned_minutes;unresolved_gap_minutes;overlap_minutes;error_findings;manual_review_findings;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91806193933-9;LTE CZ - LTE Czechia s.r.o.;2026-06-19;54.67;615;510;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=510;0;0.0
RUN_20260621_191259;91807193907-1;LTE CZ - LTE Czechia s.r.o.;2026-06-19;86.42;1050;165;0;0;0;WARNING;Ungeklärte GAP-Minuten=165 | INFO-Findings=1;0;0.0
RUN_20260621_191259;90802019402-7;LTE DE - LTE Germany GmbH;2026-06-19;82.65;1215;255;0;0;0;WARNING;Ungeklärte GAP-Minuten=255 | INFO-Findings=2;0;0.0
RUN_20260621_191259;90802159259-1;LTE DE - LTE Germany GmbH;2026-06-19;61.86;900;555;90;7;0;BLOCKED;ERROR-Findings=7 | Overlap-Minuten=90 | GAPs über 8h=1 | Nicht exportfähige Movements=6 | Ungeklärte GAP-Minuten=555 | Tatsaechliche Ueberschneidung=71.0 Minuten;4260;71.0
RUN_20260621_191259;91515370068-6;LTE DE - LTE Germany GmbH;2026-06-19;88.24;900;120;0;1;0;BLOCKED;ERROR-Findings=1 | GAPs über 8h=1 | Ungeklärte GAP-Minuten=120 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806185243-3;LTE DE - LTE Germany GmbH;2026-06-19;96.94;1425;45;0;0;0;WARNING;Ungeklärte GAP-Minuten=45 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185294-6;LTE DE - LTE Germany GmbH;2026-06-19;100.0;435;0;0;0;0;READY;"";0;0.0
RUN_20260621_191259;91806185344-9;LTE DE - LTE Germany GmbH;2026-06-19;97.94;1425;30;0;0;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185346-4;LTE DE - LTE Germany GmbH;2026-06-19;8.33;120;1320;75;1;0;BLOCKED;ERROR-Findings=1 | Overlap-Minuten=75 | GAPs über 8h=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=1320 | Tatsaechliche Ueberschneidung=73.0 Minuten;4380;73.0
RUN_20260621_191259;91806186943-7;LTE DE - LTE Germany GmbH;2026-06-19;100.0;1440;0;0;0;0;READY;"";0;0.0
