run_id;loco_no;coverage_date;performing_rus;performing_ru_count;in_report_movement_rows;assignment_slot_count;assigned_minutes;relevant_gap_slot_count;unresolved_gap_minutes;overlap_slot_count;overlap_minutes;expected_scope_slot_count;coverage_pct;relevant_gap_rows;long_gap_rows;max_gap_minutes;error_findings;manual_review_findings;warning_findings;info_findings;finding_rule_ids;export_ready_movement_rows;not_export_ready_movement_rows;gate_status;gate_reason;exact_overlap_seconds;exact_overlap_minutes
RUN_20260621_191259;91515370037-1;2026-06-16;LTE NL - LTE Netherlands B.V.;1;3;47;705;0;0;0;0;47;100.0;0;0;0;0;0;0;0;"";3;0;READY;"";0;0.0
RUN_20260621_191259;91515370068-6;2026-06-16;LTE DE - LTE Germany GmbH;1;3;34;510;0;0;0;0;34;100.0;0;0;0;0;0;0;0;"";3;0;READY;"";0;0.0
RUN_20260621_191259;91515370164-3;2026-06-16;LTE NL - LTE Netherlands B.V.;1;5;52;780;6;90;0;0;58;89.66;2;0;56;0;0;0;2;R010.5;5;0;WARNING;Ungeklärte GAP-Minuten=90 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91515370178-3;2026-06-16;LTE NL - LTE Netherlands B.V.;1;5;36;540;28;420;0;0;64;56.25;2;0;258;0;0;0;2;R010.5;5;0;WARNING;Ungeklärte GAP-Minuten=420 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91547383018-9;2026-06-16;LTE NL - LTE Netherlands B.V.;1;0;16;240;0;0;0;0;16;100.0;0;0;0;0;0;0;0;"";0;0;READY;"";0;0.0
RUN_20260621_191259;91547383022-1;2026-06-16;LTE NL - LTE Netherlands B.V.;1;3;16;240;0;0;0;0;16;100.0;0;0;0;0;0;0;0;"";3;0;READY;"";0;0.0
RUN_20260621_191259;91806185255-7;2026-06-16;LTE DE - LTE Germany GmbH;1;7;45;675;2;30;0;0;47;95.74;1;0;21;0;0;0;1;R010.5;7;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185294-6;2026-06-16;LTE DE - LTE Germany GmbH | LTE AT - LTE Austria GmbH;2;11;63;945;2;30;0;0;65;96.92;1;0;20;0;0;0;1;R010.5;11;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185309-2;2026-06-16;LTE DE - LTE Germany GmbH | LTE AT - LTE Austria GmbH;2;13;65;975;2;30;0;0;67;97.01;1;0;24;0;0;0;1;R010.5;13;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806185310-0;2026-06-16;LTE DE - LTE Germany GmbH;1;1;96;1440;0;0;0;0;96;100.0;0;0;0;0;0;0;0;"";1;0;READY;"";0;0.0
RUN_20260621_191259;91806185317-5;2026-06-16;LTE DE - LTE Germany GmbH;1;1;3;45;0;0;0;0;3;100.0;0;0;0;0;0;0;0;"";1;0;READY;"";0;0.0
RUN_20260621_191259;91806185346-4;2026-06-16;LTE DE - LTE Germany GmbH | LTE AT - LTE Austria GmbH;2;15;73;1095;6;90;0;0;79;92.41;2;0;45;0;0;0;2;R010.5;15;0;WARNING;Ungeklärte GAP-Minuten=90 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806185680-6;2026-06-16;LTE DE - LTE Germany GmbH;1;7;96;1440;0;0;0;0;96;100.0;0;0;0;0;0;0;0;"";7;0;READY;"";0;0.0
RUN_20260621_191259;91806186369-5;2026-06-16;LTE NL - LTE Netherlands B.V.;1;7;47;705;10;150;0;0;57;82.46;3;0;40;0;1;0;3;R010.5, R003;6;1;BLOCKED;Manual Reviews=1 | Nicht exportfähige Movements=1 | Ungeklärte GAP-Minuten=150 | INFO-Findings=3;0;0.0
RUN_20260621_191259;91806186502-1;2026-06-16;LTE AT - LTE Austria GmbH;1;1;1;15;0;0;0;0;1;100.0;0;0;0;0;0;0;0;"";1;0;READY;"";0;0.0
RUN_20260621_191259;91806186941-1;2026-06-16;LTE PL - LTE Polska Spółka z o.o. | LTE NL - LTE Netherlands B.V.;2;10;65;975;13;195;0;0;78;83.33;2;0;91;0;0;0;2;R010.5;10;0;WARNING;Ungeklärte GAP-Minuten=195 | INFO-Findings=2;0;0.0
RUN_20260621_191259;91806186942-9;2026-06-16;LTE NL - LTE Netherlands B.V.;1;2;36;540;2;30;0;0;38;94.74;1;0;19;0;0;0;1;R010.5;2;0;WARNING;Ungeklärte GAP-Minuten=30 | INFO-Findings=1;0;0.0
RUN_20260621_191259;91806186943-7;2026-06-16;LTE DE - LTE Germany GmbH;1;2;52;780;0;0;0;0;52;100.0;0;0;0;0;0;0;0;"";2;0;READY;"";0;0.0
