role_code;source_value_normalized;source_value;official_company_name;market_partner_id;match_method;match_score
ANE_TENS;holzlogistikgueterbahngmbh;Holzlogistik & Güterbahn GmbH;Holzlogistik & Güterbahn GmbH;1900100400169;AUTO_EXACT;100.0
ANE_TENS;westfalenbahngmbh;WestfalenBahn GmbH;WestfalenBahn GmbH;1900100400341;AUTO_EXACT;100.0
ANE_TENS;mittelweserbahngmbh;Mittelweserbahn GmbH;Mittelweserbahn GmbH;1900100400565;AUTO_EXACT;100.0
ANE_TENS;beaconrailleasinglimited;BEACON RAIL LEASING LIMITED;Beacon Rail Leasing Limited;1900100400854;AUTO_EXACT;100.0
ANE_TENS;vorbereitungsgesellschafttransporttechnikmbh;Vorbereitungsgesellschaft Transporttechnik mbH;Vorbereitungsgesellschaft Transporttechnik mbH;1900100400961;AUTO_EXACT;100.0
ANE_TENS;salzburgereisenbahntransportlogistikgmbh;Salzburger Eisenbahn TransportLogistik GmbH;SETG - Salzburger Eisenbahn TransportLogistik GmbH;1900100401274;AUTO_COSMETIC;100.0
ANE_TENS;ltenlltenetherlandsbv;LTE NL - LTE Netherlands B.V.;LTE Netherlands B.V.;1900100401480;AUTO_COSMETIC;100.0
ANE_TENS;hupacsa;HUPAC SA;Hupac SA;1900100402305;AUTO_EXACT;100.0
ANE_TENS;centralbahngmbh;Centralbahn GmbH;Centralbahn GmbH;1900100402462;AUTO_EXACT;100.0
ANE_TENS;flixtraingmbh;FlixTrain GmbH;FlixTrain GmbH;1900100402842;AUTO_EXACT;100.0
ANE_TENS;anhaltinischbrandenburgischeeisenbahngesellschaftmbh;Anhaltinisch-Brandenburgische Eisenbahngesellschaft mbH;Anhaltinisch-Brandenburgische Eisenbahngesellschaft mbH;1900100403098;AUTO_EXACT;100.0
ANE_TENS;ehgueterverkehrgmbh;EH Güterverkehr GmbH;EH Güterverkehr GmbH;1900100403444;AUTO_EXACT;100.0
ANU_VENS;regiobahnbitterfeldberlingmbh;Regiobahn Bitterfeld Berlin GmbH;Regiobahn Bitterfeld Berlin GmbH;1900100300096;AUTO_EXACT;100.0
ANU_VENS;odegostdeutscheeisenbahngmbh;ODEG Ostdeutsche Eisenbahn GmbH;ODEG Ostdeutsche Eisenbahn GmbH;1900100300137;AUTO_EXACT;100.0
